L1,V2,V3,L4,V5,V6,V7,L8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
-0.16874898404811425,0.9015063820453459,0.5307194962322718,1.079892770027773,0.7810521605271892,-1.109741616272767,0.6759394205311275,-1.4932755477929371,2.0979428252734174,0.5534258656379952,1.104737921770497,-1.5316329373814666,0.8305587264826331,1.7765443638625436,1.523496639285116,-0.4760049484575152,-0.2863043995380745,-0.3951196203067795,1.6201902277804765,-1.0989063909971075,-4.517410379847423,2.1274094422796495,0.7030767952178831,0.4941063876224172,-1.1042070052732922,-3.1113670304411642,1.6819503791626986,-3.241942338268295,1.855148185144299,-2.7062902239062057,0.1728477033019411,1.7891936780709328,-2.2151825236399008,-0.20876485074187778,0.38693566763958076
0.9318807842253365,0.017542583628185043,0.9508884766738336,-1.263015512579914,0.05158478595172675,-1.0325036372307868,2.6413806355982623,0.417301927358626,1.3717992009030584,0.7472381265554666,0.11646396717315152,1.3674165220874683,1.5820016500146457,1.0212820485223635,-1.291865585365173,0.6970613804358374,0.18007502935393555,-0.7550027959982211,-0.6966259972639556,-0.3179927037803438,-0.09037258779346768,0.9731012933696521,0.1873896570494306,1.5333618182754465,-0.6177930707622149,-1.2449774357300016,0.3985499956811078,-2.4852712773553622,-0.42613544988989593,-1.6101578245734594,3.6373541335156037,-4.321280220326681,3.952143372760789,-3.7261347986347118,-0.003640405382249856
-1.0784067760949727,-0.3609899480302271,1.4552236848049236,-1.2481969115546043,-0.2590355735034321,0.06174114659839186,1.1074516854231813,-0.46422317014704695,1.6082707706387669,-0.9316291346297039,-2.3286444462807467,-0.6302385196729601,-0.42805359004990945,-0.7631596423885809,-0.4767315135955075,-0.22224400943332584,-0.07112139297477946,1.4594741292630777,0.2562762995024553,1.7549794090751432,0.6183815091077447,0.18150946769563625,-0.7391604403707698,-0.708505115720687,2.282191976821818,1.074154914937278,-2.08298257100716,0.6124215729107956,-0.0856401745696036,-0.24373783633804602,0.026281830643775317,0.16380199793915873,2.466988252697303,-2.489898171149203,-0.1150960476925682
0.3523329975770467,-0.7100401796515001,-1.012078507436027,2.1742682119158285,-2.0016096968994925,0.000510087202708226,-1.7297145470526836,-0.502568332269009,-0.948714643175421,0.24748962399289676,0.3572525154436088,-0.4955013102726272,-0.5420832898296848,2.23127844753228,-0.6297373708703607,-0.25090075996226274,0.21910919798488426,-0.3694099494194917,0.7355748803240048,-0.7019538734488833,-0.19998874896240237,-0.5811823668394738,0.6900883570056838,-2.9066143490448546,-1.7445097656799742,1.5399054661419145,-0.6104145988434372,3.290590277681278,-0.2735399629449641,4.058840293310542,-0.17674284998255185,0.09216452734955596,0.6542031468229269,2.050820007907942,-1.0601812083673543
-0.6408431295002195,1.2187771856729777,1.1165296555246527,-1.481828172535224,-0.024778149552157864,-0.2206432002546083,1.5116148114696766,2.173568462372131,0.1636912887670471,-0.20820425338685325,1.3261196961070432,-1.7183683525866569,1.696264915360455,-1.3275544138396789,0.6471044698613174,0.5505741765866252,1.1699025431019743,-1.623137098459771,-1.2642380603353138,-2.151213265902842,-0.25726371083430877,2.0048810303399605,0.162696214308243,-1.1908979531607957,-2.712966278199574,0.9543252823127921,-1.5145564731674714,-0.9115130641634823,-3.069602621914144,1.7719219229712557,2.834817683473843,-6.321463898349892,1.6667520115337322,-0.43874653895580573,-0.10887923212516057
-0.2718220564987631,0.7145238864729483,1.165635781260148,-0.8036361894655036,-0.053135730016837746,1.2205763391865272,1.6158004356104643,1.2842209551533486,0.6372559688657331,-1.8315788348950572,1.0281410684842054,-0.10765747750127028,-0.10724348121179039,0.9935289842273404,0.48625252242341227,-0.23967188595496908,-0.6627786756113438,-0.9674367797866167,1.6429291293957398,0.36855897560014605,-2.7257446400829535,1.2909427604608048,1.6833536554316506,1.105535082527703,-0.37253387735526844,-1.170478334610151,-0.0372758196063136,-0.2154185056970359,-1.4471541029537045,0.8080003658488064,1.3318921257220098,-2.167063025563097,1.3561374496603256,1.1142294371357175,-1.1986117076205276
-0.037520643776723255,0.8882925886521698,0.18680624969272544,-0.840917115544606,-0.15787066531510888,0.07570446982889605,-0.24037135082171462,1.2692213474599423,1.0059566147431016,-1.0934750102595356,3.0951369606004278,-0.9499333694911056,-0.7569743659267724,-0.5482572483166742,0.09716235778487697,0.004997873408501679,-0.7492553408043212,0.2636626051144394,1.493227926558744,0.7748220220302714,-0.5634223742691803,-1.197643944027102,-0.1330129846614439,-0.9661197264134911,0.4999837738955988,-1.2566833853742445,1.2427069390968737,-3.1436287532695237,-1.627758269293025,-3.243354745539177,2.8343665996699796,0.17805047347046465,-3.898780053377934,0.3188643102742754,-0.7743728680293205
1.0452107819208472,0.2506382410666238,-1.1074748047123308,-0.5419501087270822,2.7283355995224214,0.8742964452655428,-0.3644073241331832,0.36931211504467737,-0.05613768366068627,0.207729130011494,-1.46070934400469,0.8891361295431962,-0.19279894191815963,-0.20178493797933092,0.8602417350289273,-0.5252362213098875,0.151311182353854,1.3486444225591492,-1.1125756946262555,1.7786216238711348,1.0158343108986272,-1.5077378881102566,-2.6788601990534273,-0.08060135384891565,4.136350741181064,0.8963713982685677,-0.8595807520104617,0.37658618032893454,-1.5653360768663398,-2.953205401854751,0.9930115220983602,-1.0633944500834591,2.5580379561979596,-3.950039555630733,1.7653814411752389
0.6668292423951482,0.2496140156993344,1.1294385982430355,-0.1236193431601553,-0.4074292334417324,0.7135458192357187,-1.8069358522942331,-1.8131733040842466,-0.9570287407521592,0.1713769501811895,0.6351725883515145,1.1016353401353547,0.9198933809151503,0.8849107770834708,-0.829220786657851,-0.24692134105790892,-0.9155164354859567,0.471951397839806,1.8483919822611763,0.14849906303961674,1.2166449074165444,-1.4808690304869434,0.48298097987108624,-0.6484352779087516,0.2333735313077065,0.4550819576962214,1.1614269331890652,1.1262572652127882,0.6986560911884055,0.7799954072330798,-0.08907285404170068,1.7146447617311733,-0.21803364738758035,0.27004874740460966,0.7326245431280624
-1.3478032937313054,-0.3867152645201096,1.4101458374510396,0.9472997364285464,-1.0526314873491147,-1.2605121275951814,0.9876139845907502,-1.55047903172445,-0.7944605003682541,2.620474621191248,1.3507666762585455,1.2182313317557572,2.8857898141970892,0.2893051698450128,0.5517990108892014,-2.099374452823198,-0.7062521271512594,2.7866874769730674,2.8731226679366886,4.727844220635591,-1.7941433650188314,-1.329266756476375,-1.129593638621456,-2.0745716695912333,6.435025928494701,-1.9748126471797227,2.7380681113306773,-1.0145907941174737,1.0657070238246886,-2.4340880422212514,1.656583778605859,0.6898960989920075,-0.4369418677071185,-2.173365313712721,1.145839497521567
-1.310222620436534,-1.0994190124902423,1.0253901217801302,0.2704196725251114,-0.2849527976218762,-2.995569468154246,0.35525775045478986,0.37223179371077547,-0.5248468951952387,-1.5393309298239966,-0.3285120734157864,0.88722434872916,0.6214244059971719,-1.7450350784941158,0.531372124259363,0.7478873144329362,0.32678902499044704,0.40804602998437867,0.3222357757466935,1.6147745317314453,-0.07660880426765104,0.502267119721592,-2.112319769799394,-1.138394828863339,3.843903753113951,1.6629380538062155,-0.8822667987228886,2.2987087447965826,-0.20387178211526522,0.8677549152360021,-0.5450869628949914,-0.7399244421348694,1.378839088845424,-0.1022938471365955,0.29365622950586656
-1.4435672379398823,1.8670125105393287,-0.3502840070244067,0.07340445433408584,2.0705520288226476,1.2003869979303028,-0.3165449180091032,1.22660710234805,0.8992444189490442,-0.6867365223605443,-0.298498562106315,-1.0049728141575707,0.3935173379233662,1.0392037732521426,-0.6428554910764894,-1.4552243722910292,-0.9212820401839363,0.5619191684733889,3.1180076936520678,-0.8751091223431801,-0.5809830791477459,-0.5059243126923768,-0.20874089067643953,1.054225298015451,-0.4634609449784851,-2.3035934996044745,3.167009737444928,-4.001060795104253,-0.4018755588307657,-2.7239462894563027,3.37325946088758,-1.0587381630963475,-0.39706308352056463,-1.6007260618760069,-0.2786109763672604
0.9792309227479131,-1.403141062736347,0.05346887910275595,-0.07443825941716678,3.1127637154029313,-0.4292344967525619,1.9441353694382366,-1.213065157392196,-1.3588098098374206,0.585492840333472,0.21374939784214372,0.4832343657578913,-2.081612594269643,-1.295170815239628,0.055202566423229175,-1.0459366992312553,1.5459722153118651,-0.9993617049447058,-2.439070189385968,-0.6058759578837519,0.5919459442222075,0.9408083376106762,-3.408602922371033,3.6336353416985236,3.579264976494687,-3.628621050627497,2.287769055405958,1.3044836842770207,1.5316351763303706,-1.1503355143124543,0.45532533412367976,1.7372397096656806,-1.3764062185493056,0.5089716918435093,0.9397449275346782
0.1086536496868272,0.726100036620655,-0.1780097032015669,0.8081825630262467,1.9470641888493023,-0.8830091903107917,0.22988128416714015,-0.2853471233093837,0.8066055566900683,0.5179982733418902,2.188918233192167,-2.027511057469794,0.34517572187446094,-1.1426776081741983,-1.2217602290513556,-1.2761800738599292,0.8703469168650433,-2.197912263764426,-2.6785184203034538,-1.7110973590534502,2.2542773683092636,-1.1235998824773716,-1.863374740794873,0.8757766793371262,0.7403505014050805,0.29444844824381294,0.2625219698247352,-0.45583633826143727,-1.3531450491961132,0.3985236774264679,1.5508098847625078,-0.7975262335021647,-4.259286747693792,5.360153297548315,-2.6508975147242873
0.40180136081544815,-0.2079791905233131,0.18943996826605622,-0.848288377832291,-1.6510843632250405,-0.836918765348637,-0.34878112794695365,-1.252287031705445,-0.3318007912598753,-1.243904490879983,-0.47852985005595133,1.6309328071049412,-0.8361706915550691,-0.04844208808428717,0.015828500954456197,0.801225268209034,-0.09576321682236688,0.623712598844942,-0.3939352199761834,3.5587902088645507,1.6658069302611471,-1.525333739500125,-2.9385388739017824,-3.331371649044407,5.3920661342228,2.7654601331645785,-3.277572811248816,6.234611139205752,-0.3850846230460944,2.991787266022218,-3.8395108058252387,1.0455464229859677,1.0369478632900344,0.8151622235233291,-0.5615352897542629
0.5277440323199827,-0.9654589738101218,-2.6434549631224233,-0.4603477239961253,-0.3863481422973526,-0.48539815340451453,0.3273999566706031,-1.752850594050387,-1.092447136691871,0.21201943903609846,-1.6623908011344832,0.44251678384345755,-2.0088575712286585,-0.25110818953871583,-0.19991797860446042,1.382438198122357,2.092573187369393,-2.2838207081415316,-1.959911360920432,-2.7450235040889153,1.6191024963533602,3.4739659506296507,1.5965953361936265,3.074906812702946,-2.5903984932961626,-2.882752029874659,2.0142905571012952,0.5082798926240217,2.530012977199883,2.6938277788642857,-0.367407366435048,0.5783964228812553,0.016473313953526025,0.8916002683388334,-0.22990800800657188
