L1,V2,V3,L4,L5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
-0.2673075770463209,0.39222891425334827,1.8090318333673114,-2.097559991652724,0.26171707179616266,0.5486836254073874,-1.3623741776499116,-0.03175067233902922,0.7261366369114053,-0.09834741570637034,0.5364445069956306,0.3226226904168237,1.0011772052749068,0.34419819507059307,-0.2136741053570373,0.5043766756716512,2.4827755087698433,-2.2432429011796313,3.2250779641155,-0.06649017313238992,1.9079669171589673,-4.801614077523004,5.940575408057839,3.5174174623815238,-3.685873486786959,5.608222589908567,-0.47989741243183737,1.5480641108056388,-0.25497018189847365,-2.572072241594306,2.5202169041697156,-1.0002500221783213,-1.2380629089239013,-1.3621292319808638,0.2505917691508879
0.3639019267685431,0.14160405375372065,0.024267567850494703,0.04235822727243545,-0.3621669968757182,-0.7570767626932172,1.088564324840362,1.1433354953428163,-1.290762454915902,-0.0033067367432698326,-1.0017072035584758,-0.8874089285233127,2.815447141228823,0.09533481221205896,0.9884634474265465,1.1025390041217942,0.5133462302987322,0.6194354312511023,-0.2797729350480638,0.6233242832328447,0.9462590362297114,-2.874806279078674,2.4198052127670038,0.7505597355974865,-1.5329092058650307,1.0015046122088824,1.7042946323885506,-0.9547410594877833,1.9823898157430118,-1.4158384237588562,-0.4605178520648828,-0.8932212069449467,-1.7697852391058861,-0.7551970698995111,-0.5576507544163772
-1.74858815931488,-1.7920022126719284,-0.1475231896895304,1.6777660027434995,-0.028216728861244857,0.3813626311760028,0.3995093929086836,0.4251235478793801,0.7905951413119733,0.8705753657249397,-0.45573326499476635,0.835367583369676,-0.7086685902894361,-0.46911831720788155,1.7126299509007572,1.2324688316069392,-0.8871523612945413,1.5184167251602156,-1.5382112879097463,0.5257388877700391,-1.7550529540405624,1.6049746950997927,-2.171900518040867,-1.7156683934556403,1.2910897005780604,-2.931915301462552,1.1788215471017498,-0.08121687818256668,1.0341806321787215,0.0068813166451815455,1.1422153900953316,0.006196706431087939,2.3285913876798823,-2.604121088024909,-0.7538464536937577
-0.7352526459146209,0.5948321809349749,0.39795315105651125,0.6300948069552028,0.8459150353361455,-0.9910576674938903,1.1790391249381562,-0.3890697373628121,-1.644793200130387,-0.1257723726588249,-0.08163358894051959,1.7533435159270794,-0.5547727054302296,2.8451420820049274,-0.6729085583461428,0.4740454283339516,-0.3142783907776496,-1.7951618769283924,3.069337056237055,-0.8820534951768293,-2.9293837217167225,2.686455165069427,-2.711661518420224,-1.7677471714386033,2.3942108799019697,-3.6921914255114485,0.9181816586374394,0.02147024615797344,-0.2780074821658338,-0.37236615363139003,-4.561258950036074,3.355838195480436,3.6888251728529573,-3.1273755567259016,-0.7844856642020006
-0.4630474440925763,1.1702487106077173,-0.09546243072083467,0.5953462266663404,0.11395197794475706,0.5940206251928621,0.8193120246711398,-2.2584984946791473,0.0271862396526728,1.234917838658158,-1.3894875056290399,-0.9007903733364054,0.1422841715893971,-1.0131658017453058,-1.3089743344613745,-0.3166027890516274,0.09984174326191858,-2.4752740528545685,-0.47946796927735214,-0.7363353641629503,0.9349926805049692,-1.7843048712347844,2.460199042159043,3.5291137238098305,0.48816387401932826,3.7233225703464186,-1.5126872221207521,-1.9711841641904915,-2.1846638035726014,0.9161876581619264,0.9939010074403202,0.24780216337083674,0.8994517401507429,0.5274834389356395,0.9755407492049154
0.5964136157170762,0.06484928322154729,1.0300387518739345,0.2059791708518991,-0.9059215833379998,1.9480048548500613,-0.03808194498126955,0.16427345722778958,-1.2617920044044468,-1.1283859764342754,-0.05319053735604757,0.06430069148609972,0.6202444168324601,-0.7149722287198128,2.1695363490047828,-0.8041934519423892,1.695575277711475,0.2857901197707249,0.38644285071740003,0.9257015669822725,0.08230967440203296,-2.070699553813479,2.12941178686854,-0.6936948575568512,-1.7600974374394598,-0.8568765292295155,3.2340001505077973,-5.279925724787544,1.7602983131143386,2.528203376805806,-1.2032563972751165,0.44472148045298887,-0.08769043742361587,3.49932995694443,1.3387592482070096
-1.3094333141856567,-0.3144889145149931,-1.331191574144577,-0.2441237575888481,-0.5684801047429587,-0.454080047722969,0.30587928312717955,-1.645202410439353,-0.8199182296324693,0.13443095048581336,-0.07612460231584875,1.527712404628476,-0.810878239162405,1.534498117646317,0.42224797394227914,-0.5508256175316328,1.2873697529255712,-0.9009600788325691,2.6689368595351133,-1.4664844115877647,-3.775861396769131,4.134904797294778,-3.8173372743007747,-3.1130811245217225,2.2657802915039986,-4.497812481507901,-1.4903995475565575,-1.0724186383551255,-1.3695911697727534,1.3632055432985664,-3.830798461641468,3.6098896566204983,2.9464879543741196,-0.22230662762215747,0.3739792398465118
0.6137801932312631,0.13166143131921348,-0.16590080642228197,0.6980763012616353,1.2024854381323211,0.5459598899345375,1.9027044692597737,-0.9607676759637795,1.465238540117529,0.32130828991602567,-0.5912646525720915,-0.928302040016396,0.2873472062535837,0.10402204064833025,0.8012294641905762,-0.8140971876889829,0.2602826134549042,1.762014970127444,0.6187986044429883,0.6822151813295853,-2.170643887765923,0.6384770158435198,0.4782849221079447,-2.7017997268556773,-0.08330572057910335,-3.2658707673076037,1.35034353903024,-1.1725689478091974,0.21127378379569278,0.99727011009911,-3.4847593655563456,3.4973089483670856,2.020674722998534,0.45331764289907456,-0.21672493060957493
-1.8401271682975606,0.46763622746097344,-1.2084535507952185,-1.841098515391161,0.16890822348721876,-1.1185399205044717,-0.020267321392043174,0.7125338350593908,-0.7298003198710145,-0.7501568048603381,0.6005765266626027,1.531241234271284,-0.618845518979001,1.4961315435682616,-0.3077041976737401,0.5857856389699219,1.223332737495564,-1.9688397630726997,3.183817188491992,-1.4057795476798642,-1.699147463118892,1.0002937274801733,-1.4964980988967442,-0.025071649457855893,3.245151270584242,-0.7436002098513226,0.01374323937825428,-0.7879427946710387,1.1979603983613083,3.301208637840735,1.9946859519332047,-1.7994471072339473,-1.280720456743897,3.1955940120836384,3.5172603942124563
-0.00520079087368709,0.17546907586607188,0.14042008221407612,1.683868147913573,-0.9443536457617907,-2.09512355260149,-0.19646531931988093,0.5797300036565014,-0.1008783863011548,-0.9652448379850341,0.32653941635167155,0.433152678879855,0.4426152381115723,-1.918588006343781,0.6052283692402959,0.3724194168567824,-1.4157525954633476,0.5115365148989329,-1.9092144386736285,0.4924556406928018,-1.0547421309028455,1.4445191863017364,-3.5669960685486535,-1.5645302260733174,3.0748418803684343,-1.6889437240651586,-0.0403990553491724,0.011133485544793542,1.3013128483180556,1.6235558957591254,-0.03651280236736615,-2.1373185038026574,-2.5908607719590524,3.577705230428333,3.66700276926535
